6, 12, 3, 9, 0.666666666667, 0.4, 0.6, 0.5, 339, 357
8, 6, 9, 7, 0.470588235294, 0.533333333333, 0.466666666667, 0.5, 413, 438
3, 8, 7, 12, 0.3, 0.2, 0.366666666667, 0.24, 503, 528
6, 9, 6, 9, 0.5, 0.4, 0.5, 0.444444444444, 347, 344
6, 10, 5, 9, 0.545454545455, 0.4, 0.533333333333, 0.461538461538, 332, 351
2, 12, 3, 13, 0.4, 0.133333333333, 0.466666666667, 0.2, 389, 405
8, 10, 5, 7, 0.615384615385, 0.533333333333, 0.6, 0.571428571429, 354, 357
6, 10, 5, 9, 0.545454545455, 0.4, 0.533333333333, 0.461538461538, 241, 250
5, 10, 5, 10, 0.5, 0.333333333333, 0.5, 0.4, 297, 329
4, 9, 6, 11, 0.4, 0.266666666667, 0.433333333333, 0.32, 347, 352
6, 8, 7, 9, 0.461538461538, 0.4, 0.466666666667, 0.428571428571, 318, 328
6, 12, 3, 9, 0.666666666667, 0.4, 0.6, 0.5, 330, 358
7, 12, 3, 8, 0.7, 0.466666666667, 0.633333333333, 0.56, 345, 354
9, 5, 10, 6, 0.473684210526, 0.6, 0.466666666667, 0.529411764706, 220, 245
5, 13, 2, 10, 0.714285714286, 0.333333333333, 0.6, 0.454545454545, 309, 321
3, 13, 2, 12, 0.6, 0.2, 0.533333333333, 0.3, 343, 321
5, 12, 3, 10, 0.625, 0.333333333333, 0.566666666667, 0.434782608696, 318, 323
1, 12, 3, 14, 0.25, 0.0666666666667, 0.433333333333, 0.105263157895, 260, 268
6, 11, 4, 9, 0.6, 0.4, 0.566666666667, 0.48, 279, 289
5, 12, 3, 10, 0.625, 0.333333333333, 0.566666666667, 0.434782608696, 391, 389
