15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 1, 14, 0, 0.51724137931, 1.0, 0.533333333333, 0.681818181818
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
14, 1, 14, 1, 0.5, 0.933333333333, 0.5, 0.651162790698
15, 1, 14, 0, 0.51724137931, 1.0, 0.533333333333, 0.681818181818
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 1, 14, 0, 0.51724137931, 1.0, 0.533333333333, 0.681818181818
15, 1, 14, 0, 0.51724137931, 1.0, 0.533333333333, 0.681818181818
15, 1, 14, 0, 0.51724137931, 1.0, 0.533333333333, 0.681818181818
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
14, 0, 15, 1, 0.48275862069, 0.933333333333, 0.466666666667, 0.636363636364
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
14, 0, 15, 1, 0.48275862069, 0.933333333333, 0.466666666667, 0.636363636364
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
15, 0, 15, 0, 0.5, 1.0, 0.5, 0.666666666667
9, 9, 6, 6, 0.6, 0.6, 0.6, 0.6
10, 12, 3, 5, 0.769230769231, 0.666666666667, 0.733333333333, 0.714285714286
7, 9, 6, 8, 0.538461538462, 0.466666666667, 0.533333333333, 0.5
6, 7, 8, 9, 0.428571428571, 0.4, 0.433333333333, 0.413793103448
5, 12, 3, 10, 0.625, 0.333333333333, 0.566666666667, 0.434782608696
7, 8, 7, 8, 0.5, 0.466666666667, 0.5, 0.48275862069
4, 7, 8, 11, 0.333333333333, 0.266666666667, 0.366666666667, 0.296296296296
15, 10, 5, 0, 0.75, 1.0, 0.833333333333, 0.857142857143
11, 9, 6, 4, 0.647058823529, 0.733333333333, 0.666666666667, 0.6875
